subject_id,condition,channel,band,lowcut,highcut,correlation_direct,pvalue_direct,correlation_max_lagged,optimal_lag_ms,env_source
3,AUD,EEG-ch23,high_beta,20.0,30,8.103655624191525e-05,0.9812752144995975,0.003088312019391802,460.9375,env_beta_high
3,AUD,EEG-ch24,high_beta,20.0,30,0.0005697669156159071,0.8689293279024939,-0.00351194622516828,156.25,env_beta_high
3,AUD,EEG-ch25,high_beta,20.0,30,-0.0035700823833565293,0.3011419890556728,0.0038374366967283175,-359.375,env_beta_high
3,AUD,EEG-ch26,high_beta,20.0,30,-0.002171497980274974,0.5294012243730841,-0.004320327336066635,-238.28125,env_beta_high
3,AUD,EEG-ch27,high_beta,20.0,30,-0.0007678378555382829,0.8240142770488633,-0.0034736539248401838,-238.28125,env_beta_high
3,AUD,EEG-ch28,high_beta,20.0,30,-2.194410490131911e-05,0.9949290340866755,0.004450826552001857,464.84375,env_beta_high
3,AUD,EEG-ch29,high_beta,20.0,30,-0.001665280288829733,0.6295880644446887,0.0035172770147009736,265.625,env_beta_high
3,AUD,EEG-ch30,high_beta,20.0,30,-0.00018194580381487616,0.9579741184120996,0.0028232825691383878,500.0,env_beta_high
3,AUD,EEG-ch31,high_beta,20.0,30,-0.0029319407082843804,0.3957897968690721,-0.004517963759724633,281.25,env_beta_high
3,AUD,EEG-ch32,high_beta,20.0,30,-0.0009863595945565392,0.775127645826269,0.003534447912853196,-308.59375,env_beta_high
3,AUD,EEG-ch1,gamma1,30.0,50,-0.0008863670639699451,0.7973996434012094,0.006111212449539463,367.1875,env_gamma1
3,AUD,EEG-ch2,gamma1,30.0,50,-0.004522501833537139,0.1902515946863859,0.005708287776868999,-164.0625,env_gamma1
3,AUD,EEG-ch3,gamma1,30.0,50,-0.0015240009237877698,0.6589316548383056,-0.005750054088560071,132.8125,env_gamma1
3,AUD,EEG-ch4,gamma1,30.0,50,-0.0025272351919702696,0.46419844694045354,-0.005098437900733905,355.46875,env_gamma1
3,AUD,EEG-ch5,gamma1,30.0,50,-0.001842585688999921,0.5935775593636406,0.005419882173682308,-496.09375,env_gamma1
3,AUD,EEG-ch6,gamma1,30.0,50,-0.0016556749922869388,0.6315653322904594,-0.0060462238779121534,-214.84375,env_gamma1
3,AUD,EEG-ch7,gamma1,30.0,50,-0.0016484038520127755,0.6330638656819758,-0.00493146218300648,-27.34375,env_gamma1
3,AUD,EEG-ch8,gamma1,30.0,50,-0.0014809673089533316,0.6679777823850864,-0.0066630925207822244,-257.8125,env_gamma1
3,AUD,EEG-ch9,gamma1,30.0,50,-0.001954932190397176,0.5712596638003475,-0.005556017145980455,332.03125,env_gamma1
3,AUD,EEG-ch10,gamma1,30.0,50,0.0012253757682699877,0.7226650384295055,0.006247470344412888,117.1875,env_gamma1
3,AUD,EEG-ch11,gamma1,30.0,50,-0.004351256510011139,0.20758367150956256,-0.006007072974584292,-363.28125,env_gamma1
3,AUD,EEG-ch12,gamma1,30.0,50,-0.0023047757847463805,0.5044393917286829,0.00587829289705861,-15.625,env_gamma1
3,AUD,EEG-ch13,gamma1,30.0,50,-0.0013116535000907187,0.7040289340354893,0.007199025624438213,-269.53125,env_gamma1
3,AUD,EEG-ch14,gamma1,30.0,50,-0.00020642513741895625,0.9523262106548926,0.0056623182892536405,-269.53125,env_gamma1
3,AUD,EEG-ch15,gamma1,30.0,50,-2.0298560337851342e-05,0.9953092911260304,0.00607924613249799,121.09375,env_gamma1
3,AUD,EEG-ch16,gamma1,30.0,50,0.0009803372774748085,0.7764640146199494,-0.005290864193744123,-257.8125,env_gamma1
3,AUD,EEG-ch17,gamma1,30.0,50,-0.003714231774302646,0.28204481165088846,0.0060574389862972314,-269.53125,env_gamma1
3,AUD,EEG-ch18,gamma1,30.0,50,-0.0019782074028892455,0.5666864037075776,-0.006006617477388562,-281.25,env_gamma1
3,AUD,EEG-ch19,gamma1,30.0,50,-0.0003766425547878249,0.9131350623469842,0.005033300649152623,484.375,env_gamma1
3,AUD,EEG-ch20,gamma1,30.0,50,-0.003749480751488495,0.2775027646965948,0.00725867112145889,-15.625,env_gamma1
3,AUD,EEG-ch21,gamma1,30.0,50,-0.003280364585806689,0.34207294975202884,0.006676471815933752,-15.625,env_gamma1
3,AUD,EEG-ch22,gamma1,30.0,50,-0.004166551033387413,0.22753168494342668,0.006908625794989746,-15.625,env_gamma1
3,AUD,EEG-ch23,gamma1,30.0,50,-0.0017132167339888125,0.6197601224555075,-0.0063479323923862655,-27.34375,env_gamma1
3,AUD,EEG-ch24,gamma1,30.0,50,-0.002090423059788645,0.5448873890378765,-0.005459447966908184,-27.34375,env_gamma1
3,AUD,EEG-ch25,gamma1,30.0,50,-0.0005488048053144884,0.8737102600405469,0.005268661439982475,339.84375,env_gamma1
3,AUD,EEG-ch26,gamma1,30.0,50,-0.002002130066840216,0.5620043005608294,0.006940364538466718,-15.625,env_gamma1
